# FONLL heavy quark hadroproduction cross section, calculated on Tue Dec 28 18:00:00 CET 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.
# ptmax = 150.
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=dot5dot5 fr=22 fr=21 fr=12 fr=1dot5 fr=dot51
121.6405 4.5826e+01 4.1034e+01 5.0517e+01 4.1534e+01 5.0005e+01 4.5516e+01 4.6134e+01 4.3717e+01 4.7935e+01 4.9145e+01 4.2362e+01 4.6745e+01 4.1534e+01 5.0005e+01 4.4873e+01
121.6906 4.5726e+01 4.0945e+01 5.0406e+01 4.1444e+01 4.9895e+01 4.5416e+01 4.6033e+01 4.3621e+01 4.7830e+01 4.9037e+01 4.2269e+01 4.6642e+01 4.1444e+01 4.9895e+01 4.4776e+01
121.7406 4.5626e+01 4.0856e+01 5.0295e+01 4.1354e+01 4.9785e+01 4.5317e+01 4.5932e+01 4.3526e+01 4.7726e+01 4.8930e+01 4.2177e+01 4.6540e+01 4.1354e+01 4.9785e+01 4.4679e+01
121.7906 4.5526e+01 4.0767e+01 5.0185e+01 4.1264e+01 4.9676e+01 4.5218e+01 4.5832e+01 4.3431e+01 4.7622e+01 4.8823e+01 4.2085e+01 4.6438e+01 4.1264e+01 4.9676e+01 4.4582e+01
121.8406 4.5427e+01 4.0679e+01 5.0075e+01 4.1175e+01 4.9567e+01 4.5120e+01 4.5732e+01 4.3337e+01 4.7518e+01 4.8716e+01 4.1993e+01 4.6336e+01 4.1175e+01 4.9567e+01 4.4486e+01
121.8906 4.5328e+01 4.0591e+01 4.9965e+01 4.1086e+01 4.9458e+01 4.5022e+01 4.5632e+01 4.3242e+01 4.7414e+01 4.8610e+01 4.1901e+01 4.6235e+01 4.1086e+01 4.9458e+01 4.4389e+01
121.9406 4.5229e+01 4.0503e+01 4.9855e+01 4.0997e+01 4.9350e+01 4.4924e+01 4.5533e+01 4.3148e+01 4.7310e+01 4.8504e+01 4.1810e+01 4.6133e+01 4.0997e+01 4.9350e+01 4.4293e+01
121.9907 4.5131e+01 4.0415e+01 4.9746e+01 4.0908e+01 4.9242e+01 4.4826e+01 4.5434e+01 4.3054e+01 4.7207e+01 4.8398e+01 4.1719e+01 4.6032e+01 4.0908e+01 4.9242e+01 4.4197e+01
122.0407 4.5032e+01 4.0327e+01 4.9637e+01 4.0819e+01 4.9134e+01 4.4728e+01 4.5335e+01 4.2961e+01 4.7104e+01 4.8292e+01 4.1628e+01 4.5932e+01 4.0819e+01 4.9134e+01 4.4102e+01
122.0907 4.4934e+01 4.0240e+01 4.9528e+01 4.0731e+01 4.9026e+01 4.4631e+01 4.5236e+01 4.2867e+01 4.7002e+01 4.8187e+01 4.1537e+01 4.5831e+01 4.0731e+01 4.9026e+01 4.4006e+01
122.1407 4.4837e+01 4.0153e+01 4.9420e+01 4.0642e+01 4.8919e+01 4.4534e+01 4.5137e+01 4.2774e+01 4.6899e+01 4.8081e+01 4.1446e+01 4.5731e+01 4.0642e+01 4.8919e+01 4.3911e+01
122.1907 4.4739e+01 4.0066e+01 4.9312e+01 4.0555e+01 4.8812e+01 4.4437e+01 4.5039e+01 4.2681e+01 4.6797e+01 4.7977e+01 4.1356e+01 4.5631e+01 4.0555e+01 4.8812e+01 4.3816e+01
122.2407 4.4642e+01 3.9979e+01 4.9204e+01 4.0467e+01 4.8705e+01 4.4340e+01 4.4941e+01 4.2588e+01 4.6695e+01 4.7872e+01 4.1266e+01 4.5531e+01 4.0467e+01 4.8705e+01 4.3722e+01
122.2908 4.4545e+01 3.9893e+01 4.9096e+01 4.0379e+01 4.8598e+01 4.4244e+01 4.4843e+01 4.2496e+01 4.6594e+01 4.7767e+01 4.1176e+01 4.5432e+01 4.0379e+01 4.8598e+01 4.3627e+01
122.3408 4.4448e+01 3.9807e+01 4.8989e+01 4.0292e+01 4.8492e+01 4.4148e+01 4.4746e+01 4.2403e+01 4.6492e+01 4.7663e+01 4.1087e+01 4.5333e+01 4.0292e+01 4.8492e+01 4.3533e+01
122.3908 4.4351e+01 3.9721e+01 4.8882e+01 4.0205e+01 4.8386e+01 4.4052e+01 4.4648e+01 4.2311e+01 4.6391e+01 4.7560e+01 4.0997e+01 4.5234e+01 4.0205e+01 4.8386e+01 4.3439e+01
122.4408 4.4255e+01 3.9635e+01 4.8775e+01 4.0118e+01 4.8280e+01 4.3956e+01 4.4551e+01 4.2220e+01 4.6290e+01 4.7456e+01 4.0908e+01 4.5135e+01 4.0118e+01 4.8280e+01 4.3345e+01
122.4908 4.4159e+01 3.9549e+01 4.8669e+01 4.0032e+01 4.8175e+01 4.3861e+01 4.4455e+01 4.2128e+01 4.6190e+01 4.7353e+01 4.0819e+01 4.5036e+01 4.0032e+01 4.8175e+01 4.3252e+01
122.5408 4.4063e+01 3.9464e+01 4.8563e+01 3.9945e+01 4.8070e+01 4.3766e+01 4.4358e+01 4.2037e+01 4.6089e+01 4.7250e+01 4.0730e+01 4.4938e+01 3.9945e+01 4.8070e+01 4.3158e+01
122.5909 4.3968e+01 3.9379e+01 4.8457e+01 3.9859e+01 4.7965e+01 4.3671e+01 4.4262e+01 4.1946e+01 4.5989e+01 4.7147e+01 4.0642e+01 4.4840e+01 3.9859e+01 4.7965e+01 4.3066e+01
122.6409 4.3872e+01 3.9294e+01 4.8351e+01 3.9773e+01 4.7860e+01 4.3576e+01 4.4166e+01 4.1855e+01 4.5889e+01 4.7044e+01 4.0554e+01 4.4742e+01 3.9773e+01 4.7860e+01 4.2973e+01
122.6909 4.3777e+01 3.9209e+01 4.8245e+01 3.9687e+01 4.7756e+01 4.3482e+01 4.4070e+01 4.1764e+01 4.5790e+01 4.6942e+01 4.0466e+01 4.4645e+01 3.9687e+01 4.7756e+01 4.2880e+01
122.7409 4.3682e+01 3.9125e+01 4.8140e+01 3.9602e+01 4.7651e+01 4.3388e+01 4.3974e+01 4.1674e+01 4.5690e+01 4.6840e+01 4.0378e+01 4.4548e+01 3.9602e+01 4.7651e+01 4.2788e+01
122.7909 4.3587e+01 3.9040e+01 4.8035e+01 3.9516e+01 4.7548e+01 4.3294e+01 4.3879e+01 4.1584e+01 4.5591e+01 4.6739e+01 4.0290e+01 4.4451e+01 3.9516e+01 4.7548e+01 4.2696e+01
122.8409 4.3493e+01 3.8956e+01 4.7931e+01 3.9431e+01 4.7444e+01 4.3200e+01 4.3784e+01 4.1494e+01 4.5492e+01 4.6637e+01 4.0203e+01 4.4354e+01 3.9431e+01 4.7444e+01 4.2604e+01
122.8910 4.3399e+01 3.8872e+01 4.7826e+01 3.9346e+01 4.7341e+01 4.3106e+01 4.3689e+01 4.1404e+01 4.5394e+01 4.6536e+01 4.0116e+01 4.4258e+01 3.9346e+01 4.7341e+01 4.2512e+01
122.9410 4.3305e+01 3.8789e+01 4.7722e+01 3.9261e+01 4.7238e+01 4.3013e+01 4.3595e+01 4.1314e+01 4.5295e+01 4.6435e+01 4.0029e+01 4.4161e+01 3.9261e+01 4.7238e+01 4.2421e+01
122.9910 4.3211e+01 3.8705e+01 4.7618e+01 3.9177e+01 4.7135e+01 4.2920e+01 4.3500e+01 4.1225e+01 4.5197e+01 4.6334e+01 3.9942e+01 4.4065e+01 3.9177e+01 4.7135e+01 4.2330e+01
123.0410 4.3118e+01 3.8622e+01 4.7515e+01 3.9093e+01 4.7032e+01 4.2827e+01 4.3406e+01 4.1136e+01 4.5100e+01 4.6234e+01 3.9856e+01 4.3970e+01 3.9093e+01 4.7032e+01 4.2239e+01
123.0910 4.3025e+01 3.8539e+01 4.7412e+01 3.9009e+01 4.6930e+01 4.2735e+01 4.3312e+01 4.1047e+01 4.5002e+01 4.6134e+01 3.9770e+01 4.3874e+01 3.9009e+01 4.6930e+01 4.2148e+01
123.1410 4.2932e+01 3.8456e+01 4.7308e+01 3.8925e+01 4.6828e+01 4.2642e+01 4.3219e+01 4.0959e+01 4.4905e+01 4.6034e+01 3.9684e+01 4.3779e+01 3.8925e+01 4.6828e+01 4.2057e+01
123.1911 4.2839e+01 3.8373e+01 4.7206e+01 3.8841e+01 4.6726e+01 4.2550e+01 4.3125e+01 4.0870e+01 4.4807e+01 4.5934e+01 3.9598e+01 4.3684e+01 3.8841e+01 4.6726e+01 4.1967e+01
123.2411 4.2746e+01 3.8291e+01 4.7103e+01 3.8758e+01 4.6625e+01 4.2459e+01 4.3032e+01 4.0782e+01 4.4711e+01 4.5835e+01 3.9512e+01 4.3589e+01 3.8758e+01 4.6625e+01 4.1877e+01
123.2911 4.2654e+01 3.8209e+01 4.7001e+01 3.8674e+01 4.6523e+01 4.2367e+01 4.2939e+01 4.0694e+01 4.4614e+01 4.5735e+01 3.9427e+01 4.3495e+01 3.8674e+01 4.6523e+01 4.1787e+01
123.3411 4.2562e+01 3.8127e+01 4.6899e+01 3.8591e+01 4.6422e+01 4.2276e+01 4.2846e+01 4.0606e+01 4.4518e+01 4.5636e+01 3.9342e+01 4.3400e+01 3.8591e+01 4.6422e+01 4.1698e+01
123.3911 4.2470e+01 3.8045e+01 4.6797e+01 3.8508e+01 4.6322e+01 4.2184e+01 4.2754e+01 4.0519e+01 4.4422e+01 4.5538e+01 3.9257e+01 4.3306e+01 3.8508e+01 4.6322e+01 4.1608e+01
123.4411 4.2379e+01 3.7963e+01 4.6696e+01 3.8426e+01 4.6221e+01 4.2093e+01 4.2662e+01 4.0432e+01 4.4326e+01 4.5439e+01 3.9172e+01 4.3212e+01 3.8426e+01 4.6221e+01 4.1519e+01
123.4912 4.2287e+01 3.7882e+01 4.6594e+01 3.8343e+01 4.6121e+01 4.2003e+01 4.2570e+01 4.0344e+01 4.4230e+01 4.5341e+01 3.9087e+01 4.3119e+01 3.8343e+01 4.6121e+01 4.1430e+01
123.5412 4.2196e+01 3.7801e+01 4.6493e+01 3.8261e+01 4.6021e+01 4.1912e+01 4.2478e+01 4.0258e+01 4.4135e+01 4.5243e+01 3.9003e+01 4.3025e+01 3.8261e+01 4.6021e+01 4.1342e+01
123.5912 4.2105e+01 3.7720e+01 4.6393e+01 3.8179e+01 4.5921e+01 4.1822e+01 4.2386e+01 4.0171e+01 4.4039e+01 4.5145e+01 3.8919e+01 4.2932e+01 3.8179e+01 4.5921e+01 4.1253e+01
123.6412 4.2015e+01 3.7639e+01 4.6292e+01 3.8097e+01 4.5822e+01 4.1732e+01 4.2295e+01 4.0085e+01 4.3944e+01 4.5048e+01 3.8835e+01 4.2839e+01 3.8097e+01 4.5822e+01 4.1165e+01
123.6912 4.1924e+01 3.7558e+01 4.6192e+01 3.8016e+01 4.5723e+01 4.1642e+01 4.2204e+01 3.9998e+01 4.3850e+01 4.4951e+01 3.8751e+01 4.2747e+01 3.8016e+01 4.5723e+01 4.1077e+01
123.7412 4.1834e+01 3.7478e+01 4.6092e+01 3.7934e+01 4.5624e+01 4.1553e+01 4.2113e+01 3.9912e+01 4.3755e+01 4.4854e+01 3.8668e+01 4.2654e+01 3.7934e+01 4.5624e+01 4.0989e+01
123.7913 4.1744e+01 3.7398e+01 4.5992e+01 3.7853e+01 4.5525e+01 4.1463e+01 4.2022e+01 3.9827e+01 4.3661e+01 4.4757e+01 3.8584e+01 4.2562e+01 3.7853e+01 4.5525e+01 4.0901e+01
123.8413 4.1654e+01 3.7318e+01 4.5893e+01 3.7772e+01 4.5426e+01 4.1374e+01 4.1932e+01 3.9741e+01 4.3567e+01 4.4661e+01 3.8501e+01 4.2470e+01 3.7772e+01 4.5426e+01 4.0814e+01
123.8913 4.1565e+01 3.7238e+01 4.5794e+01 3.7692e+01 4.5328e+01 4.1285e+01 4.1842e+01 3.9656e+01 4.3473e+01 4.4565e+01 3.8419e+01 4.2378e+01 3.7692e+01 4.5328e+01 4.0727e+01
123.9413 4.1475e+01 3.7158e+01 4.5695e+01 3.7611e+01 4.5230e+01 4.1197e+01 4.1752e+01 3.9571e+01 4.3380e+01 4.4468e+01 3.8336e+01 4.2287e+01 3.7611e+01 4.5230e+01 4.0640e+01
123.9913 4.1386e+01 3.7079e+01 4.5596e+01 3.7531e+01 4.5132e+01 4.1108e+01 4.1662e+01 3.9486e+01 4.3286e+01 4.4373e+01 3.8253e+01 4.2196e+01 3.7531e+01 4.5132e+01 4.0553e+01
124.0413 4.1297e+01 3.7000e+01 4.5497e+01 3.7450e+01 4.5035e+01 4.1020e+01 4.1572e+01 3.9401e+01 4.3194e+01 4.4277e+01 3.8171e+01 4.2104e+01 3.7450e+01 4.5035e+01 4.0467e+01
124.0914 4.1209e+01 3.6921e+01 4.5399e+01 3.7370e+01 4.4938e+01 4.0932e+01 4.1483e+01 3.9316e+01 4.3101e+01 4.4182e+01 3.8089e+01 4.2014e+01 3.7370e+01 4.4938e+01 4.0380e+01
124.1414 4.1120e+01 3.6842e+01 4.5301e+01 3.7291e+01 4.4841e+01 4.0844e+01 4.1394e+01 3.9232e+01 4.3008e+01 4.4087e+01 3.8007e+01 4.1923e+01 3.7291e+01 4.4841e+01 4.0294e+01
124.1914 4.1032e+01 3.6763e+01 4.5203e+01 3.7211e+01 4.4744e+01 4.0757e+01 4.1305e+01 3.9148e+01 4.2916e+01 4.3992e+01 3.7926e+01 4.1833e+01 3.7211e+01 4.4744e+01 4.0208e+01
124.2414 4.0944e+01 3.6685e+01 4.5106e+01 3.7132e+01 4.4647e+01 4.0669e+01 4.1217e+01 3.9064e+01 4.2824e+01 4.3898e+01 3.7844e+01 4.1742e+01 3.7132e+01 4.4647e+01 4.0123e+01
124.2914 4.0856e+01 3.6606e+01 4.5009e+01 3.7053e+01 4.4551e+01 4.0582e+01 4.1128e+01 3.8981e+01 4.2732e+01 4.3803e+01 3.7763e+01 4.1653e+01 3.7053e+01 4.4551e+01 4.0037e+01
124.3414 4.0769e+01 3.6528e+01 4.4912e+01 3.6974e+01 4.4455e+01 4.0495e+01 4.1040e+01 3.8897e+01 4.2640e+01 4.3709e+01 3.7682e+01 4.1563e+01 3.6974e+01 4.4455e+01 3.9952e+01
124.3915 4.0681e+01 3.6451e+01 4.4815e+01 3.6895e+01 4.4359e+01 4.0408e+01 4.0952e+01 3.8814e+01 4.2549e+01 4.3615e+01 3.7601e+01 4.1473e+01 3.6895e+01 4.4359e+01 3.9867e+01
124.4415 4.0594e+01 3.6373e+01 4.4719e+01 3.6816e+01 4.4264e+01 4.0322e+01 4.0864e+01 3.8731e+01 4.2457e+01 4.3522e+01 3.7521e+01 4.1384e+01 3.6816e+01 4.4264e+01 3.9782e+01
124.4915 4.0507e+01 3.6295e+01 4.4622e+01 3.6738e+01 4.4169e+01 4.0236e+01 4.0777e+01 3.8648e+01 4.2366e+01 4.3428e+01 3.7440e+01 4.1295e+01 3.6738e+01 4.4169e+01 3.9697e+01
124.5415 4.0421e+01 3.6218e+01 4.4526e+01 3.6660e+01 4.4073e+01 4.0150e+01 4.0690e+01 3.8566e+01 4.2276e+01 4.3335e+01 3.7360e+01 4.1206e+01 3.6660e+01 4.4073e+01 3.9613e+01
124.5915 4.0334e+01 3.6141e+01 4.4431e+01 3.6581e+01 4.3979e+01 4.0064e+01 4.0602e+01 3.8483e+01 4.2185e+01 4.3242e+01 3.7280e+01 4.1118e+01 3.6581e+01 4.3979e+01 3.9529e+01
124.6415 4.0248e+01 3.6064e+01 4.4335e+01 3.6504e+01 4.3884e+01 3.9978e+01 4.0516e+01 3.8401e+01 4.2095e+01 4.3150e+01 3.7200e+01 4.1029e+01 3.6504e+01 4.3884e+01 3.9445e+01
124.6916 4.0162e+01 3.5987e+01 4.4240e+01 3.6426e+01 4.3790e+01 3.9893e+01 4.0429e+01 3.8319e+01 4.2005e+01 4.3057e+01 3.7120e+01 4.0941e+01 3.6426e+01 4.3790e+01 3.9361e+01
124.7416 4.0076e+01 3.5911e+01 4.4145e+01 3.6349e+01 4.3696e+01 3.9807e+01 4.0343e+01 3.8237e+01 4.1915e+01 4.2965e+01 3.7041e+01 4.0853e+01 3.6349e+01 4.3696e+01 3.9277e+01
124.7916 3.9990e+01 3.5835e+01 4.4050e+01 3.6271e+01 4.3602e+01 3.9722e+01 4.0256e+01 3.8156e+01 4.1825e+01 4.2873e+01 3.6962e+01 4.0766e+01 3.6271e+01 4.3602e+01 3.9194e+01
124.8416 3.9905e+01 3.5759e+01 4.3955e+01 3.6194e+01 4.3508e+01 3.9638e+01 4.0170e+01 3.8074e+01 4.1736e+01 4.2781e+01 3.6883e+01 4.0678e+01 3.6194e+01 4.3508e+01 3.9111e+01
124.8916 3.9820e+01 3.5683e+01 4.3861e+01 3.6117e+01 4.3414e+01 3.9553e+01 4.0084e+01 3.7993e+01 4.1647e+01 4.2690e+01 3.6804e+01 4.0591e+01 3.6117e+01 4.3414e+01 3.9028e+01
124.9416 3.9735e+01 3.5607e+01 4.3767e+01 3.6041e+01 4.3321e+01 3.9469e+01 3.9999e+01 3.7912e+01 4.1558e+01 4.2598e+01 3.6725e+01 4.0504e+01 3.6041e+01 4.3321e+01 3.8945e+01
124.9917 3.9650e+01 3.5531e+01 4.3673e+01 3.5964e+01 4.3228e+01 3.9385e+01 3.9914e+01 3.7831e+01 4.1469e+01 4.2507e+01 3.6647e+01 4.0417e+01 3.5964e+01 4.3228e+01 3.8863e+01
125.0417 3.9566e+01 3.5456e+01 4.3579e+01 3.5888e+01 4.3136e+01 3.9301e+01 3.9828e+01 3.7751e+01 4.1380e+01 4.2416e+01 3.6569e+01 4.0331e+01 3.5888e+01 4.3136e+01 3.8780e+01
125.0917 3.9481e+01 3.5381e+01 4.3486e+01 3.5812e+01 4.3043e+01 3.9217e+01 3.9743e+01 3.7670e+01 4.1292e+01 4.2326e+01 3.6491e+01 4.0244e+01 3.5812e+01 4.3043e+01 3.8698e+01
125.1417 3.9397e+01 3.5306e+01 4.3393e+01 3.5736e+01 4.2951e+01 3.9133e+01 3.9659e+01 3.7590e+01 4.1204e+01 4.2235e+01 3.6413e+01 4.0158e+01 3.5736e+01 4.2951e+01 3.8616e+01
125.1917 3.9313e+01 3.5231e+01 4.3300e+01 3.5660e+01 4.2859e+01 3.9050e+01 3.9574e+01 3.7510e+01 4.1116e+01 4.2145e+01 3.6335e+01 4.0072e+01 3.5660e+01 4.2859e+01 3.8534e+01
125.2417 3.9229e+01 3.5156e+01 4.3207e+01 3.5585e+01 4.2767e+01 3.8967e+01 3.9490e+01 3.7430e+01 4.1029e+01 4.2055e+01 3.6258e+01 3.9986e+01 3.5585e+01 4.2767e+01 3.8453e+01
125.2918 3.9146e+01 3.5082e+01 4.3114e+01 3.5509e+01 4.2675e+01 3.8884e+01 3.9406e+01 3.7350e+01 4.0941e+01 4.1965e+01 3.6180e+01 3.9901e+01 3.5509e+01 4.2675e+01 3.8371e+01
125.3418 3.9062e+01 3.5007e+01 4.3022e+01 3.5434e+01 4.2584e+01 3.8801e+01 3.9322e+01 3.7271e+01 4.0854e+01 4.1876e+01 3.6103e+01 3.9816e+01 3.5434e+01 4.2584e+01 3.8290e+01
125.3918 3.8979e+01 3.4933e+01 4.2930e+01 3.5359e+01 4.2493e+01 3.8719e+01 3.9238e+01 3.7192e+01 4.0767e+01 4.1787e+01 3.6026e+01 3.9730e+01 3.5359e+01 4.2493e+01 3.8209e+01
125.4418 3.8897e+01 3.4859e+01 4.2838e+01 3.5284e+01 4.2402e+01 3.8637e+01 3.9155e+01 3.7113e+01 4.0680e+01 4.1698e+01 3.5950e+01 3.9645e+01 3.5284e+01 4.2402e+01 3.8129e+01
125.4918 3.8814e+01 3.4786e+01 4.2747e+01 3.5210e+01 4.2312e+01 3.8554e+01 3.9071e+01 3.7034e+01 4.0594e+01 4.1609e+01 3.5873e+01 3.9561e+01 3.5210e+01 4.2312e+01 3.8048e+01
125.5418 3.8731e+01 3.4712e+01 4.2655e+01 3.5135e+01 4.2221e+01 3.8473e+01 3.8988e+01 3.6956e+01 4.0507e+01 4.1520e+01 3.5797e+01 3.9476e+01 3.5135e+01 4.2221e+01 3.7968e+01
125.5919 3.8649e+01 3.4639e+01 4.2564e+01 3.5061e+01 4.2131e+01 3.8391e+01 3.8906e+01 3.6877e+01 4.0421e+01 4.1432e+01 3.5721e+01 3.9392e+01 3.5061e+01 4.2131e+01 3.7888e+01
125.6419 3.8567e+01 3.4566e+01 4.2473e+01 3.4987e+01 4.2041e+01 3.8309e+01 3.8823e+01 3.6799e+01 4.0335e+01 4.1344e+01 3.5645e+01 3.9308e+01 3.4987e+01 4.2041e+01 3.7808e+01
125.6919 3.8485e+01 3.4493e+01 4.2383e+01 3.4913e+01 4.1951e+01 3.8228e+01 3.8740e+01 3.6721e+01 4.0250e+01 4.1256e+01 3.5569e+01 3.9224e+01 3.4913e+01 4.1951e+01 3.7728e+01
125.7419 3.8403e+01 3.4420e+01 4.2292e+01 3.4839e+01 4.1862e+01 3.8147e+01 3.8658e+01 3.6643e+01 4.0164e+01 4.1168e+01 3.5493e+01 3.9141e+01 3.4839e+01 4.1862e+01 3.7648e+01
125.7919 3.8322e+01 3.4347e+01 4.2202e+01 3.4766e+01 4.1772e+01 3.8066e+01 3.8576e+01 3.6565e+01 4.0079e+01 4.1080e+01 3.5418e+01 3.9057e+01 3.4766e+01 4.1772e+01 3.7569e+01
125.8419 3.8241e+01 3.4275e+01 4.2112e+01 3.4692e+01 4.1683e+01 3.7985e+01 3.8494e+01 3.6488e+01 3.9994e+01 4.0993e+01 3.5343e+01 3.8974e+01 3.4692e+01 4.1683e+01 3.7490e+01
125.8920 3.8160e+01 3.4202e+01 4.2022e+01 3.4619e+01 4.1594e+01 3.7905e+01 3.8413e+01 3.6410e+01 3.9909e+01 4.0906e+01 3.5268e+01 3.8891e+01 3.4619e+01 4.1594e+01 3.7411e+01
125.9420 3.8079e+01 3.4130e+01 4.1933e+01 3.4546e+01 4.1506e+01 3.7825e+01 3.8331e+01 3.6333e+01 3.9824e+01 4.0819e+01 3.5193e+01 3.8808e+01 3.4546e+01 4.1506e+01 3.7332e+01
125.9920 3.7998e+01 3.4058e+01 4.1844e+01 3.4473e+01 4.1417e+01 3.7745e+01 3.8250e+01 3.6257e+01 3.9740e+01 4.0732e+01 3.5118e+01 3.8725e+01 3.4473e+01 4.1417e+01 3.7253e+01
126.0420 3.7918e+01 3.3987e+01 4.1754e+01 3.4401e+01 4.1329e+01 3.7665e+01 3.8169e+01 3.6180e+01 3.9656e+01 4.0646e+01 3.5044e+01 3.8643e+01 3.4401e+01 4.1329e+01 3.7175e+01
126.0920 3.7837e+01 3.3915e+01 4.1666e+01 3.4328e+01 4.1241e+01 3.7585e+01 3.8088e+01 3.6103e+01 3.9572e+01 4.0560e+01 3.4970e+01 3.8561e+01 3.4328e+01 4.1241e+01 3.7097e+01
126.1420 3.7757e+01 3.3843e+01 4.1577e+01 3.4256e+01 4.1153e+01 3.7505e+01 3.8007e+01 3.6027e+01 3.9488e+01 4.0474e+01 3.4896e+01 3.8479e+01 3.4256e+01 4.1153e+01 3.7019e+01
126.1921 3.7677e+01 3.3772e+01 4.1488e+01 3.4184e+01 4.1066e+01 3.7426e+01 3.7927e+01 3.5951e+01 3.9404e+01 4.0388e+01 3.4822e+01 3.8397e+01 3.4184e+01 4.1066e+01 3.6941e+01
126.2421 3.7598e+01 3.3701e+01 4.1400e+01 3.4112e+01 4.0978e+01 3.7347e+01 3.7847e+01 3.5875e+01 3.9321e+01 4.0302e+01 3.4748e+01 3.8316e+01 3.4112e+01 4.0978e+01 3.6863e+01
126.2921 3.7518e+01 3.3630e+01 4.1312e+01 3.4040e+01 4.0891e+01 3.7268e+01 3.7767e+01 3.5799e+01 3.9237e+01 4.0217e+01 3.4674e+01 3.8234e+01 3.4040e+01 4.0891e+01 3.6786e+01
126.3421 3.7439e+01 3.3560e+01 4.1224e+01 3.3968e+01 4.0804e+01 3.7189e+01 3.7687e+01 3.5724e+01 3.9154e+01 4.0132e+01 3.4601e+01 3.8153e+01 3.3968e+01 4.0804e+01 3.6709e+01
126.3921 3.7360e+01 3.3489e+01 4.1137e+01 3.3897e+01 4.0718e+01 3.7111e+01 3.7607e+01 3.5648e+01 3.9072e+01 4.0047e+01 3.4528e+01 3.8072e+01 3.3897e+01 4.0718e+01 3.6632e+01
126.4421 3.7281e+01 3.3419e+01 4.1050e+01 3.3826e+01 4.0631e+01 3.7032e+01 3.7528e+01 3.5573e+01 3.8989e+01 3.9962e+01 3.4455e+01 3.7991e+01 3.3826e+01 4.0631e+01 3.6555e+01
126.4922 3.7202e+01 3.3349e+01 4.0962e+01 3.3755e+01 4.0545e+01 3.6954e+01 3.7448e+01 3.5498e+01 3.8907e+01 3.9877e+01 3.4382e+01 3.7911e+01 3.3755e+01 4.0545e+01 3.6478e+01
126.5422 3.7124e+01 3.3278e+01 4.0875e+01 3.3684e+01 4.0459e+01 3.6876e+01 3.7369e+01 3.5423e+01 3.8825e+01 3.9793e+01 3.4309e+01 3.7830e+01 3.3684e+01 4.0459e+01 3.6401e+01
126.5922 3.7045e+01 3.3209e+01 4.0789e+01 3.3613e+01 4.0373e+01 3.6799e+01 3.7290e+01 3.5348e+01 3.8742e+01 3.9709e+01 3.4237e+01 3.7750e+01 3.3613e+01 4.0373e+01 3.6325e+01
126.6422 3.6967e+01 3.3139e+01 4.0702e+01 3.3543e+01 4.0287e+01 3.6721e+01 3.7212e+01 3.5274e+01 3.8661e+01 3.9625e+01 3.4165e+01 3.7670e+01 3.3543e+01 4.0287e+01 3.6249e+01
126.6922 3.6889e+01 3.3069e+01 4.0616e+01 3.3472e+01 4.0202e+01 3.6644e+01 3.7133e+01 3.5200e+01 3.8579e+01 3.9541e+01 3.4093e+01 3.7590e+01 3.3472e+01 4.0202e+01 3.6173e+01
126.7422 3.6812e+01 3.3000e+01 4.0530e+01 3.3402e+01 4.0117e+01 3.6566e+01 3.7055e+01 3.5126e+01 3.8498e+01 3.9458e+01 3.4020e+01 3.7511e+01 3.3402e+01 4.0117e+01 3.6097e+01
126.7923 3.6734e+01 3.2931e+01 4.0444e+01 3.3332e+01 4.0032e+01 3.6489e+01 3.6977e+01 3.5051e+01 3.8417e+01 3.9374e+01 3.3949e+01 3.7431e+01 3.3332e+01 4.0032e+01 3.6022e+01
126.8423 3.6657e+01 3.2862e+01 4.0358e+01 3.3262e+01 3.9947e+01 3.6413e+01 3.6899e+01 3.4978e+01 3.8336e+01 3.9291e+01 3.3877e+01 3.7352e+01 3.3262e+01 3.9947e+01 3.5946e+01
126.8923 3.6579e+01 3.2793e+01 4.0273e+01 3.3193e+01 3.9862e+01 3.6336e+01 3.6821e+01 3.4904e+01 3.8255e+01 3.9208e+01 3.3806e+01 3.7273e+01 3.3193e+01 3.9862e+01 3.5871e+01
126.9423 3.6502e+01 3.2724e+01 4.0188e+01 3.3123e+01 3.9778e+01 3.6260e+01 3.6744e+01 3.4831e+01 3.8174e+01 3.9126e+01 3.3734e+01 3.7194e+01 3.3123e+01 3.9778e+01 3.5796e+01
126.9923 3.6426e+01 3.2656e+01 4.0103e+01 3.3054e+01 3.9694e+01 3.6183e+01 3.6666e+01 3.4758e+01 3.8094e+01 3.9043e+01 3.3663e+01 3.7116e+01 3.3054e+01 3.9694e+01 3.5721e+01
127.0423 3.6349e+01 3.2587e+01 4.0018e+01 3.2984e+01 3.9610e+01 3.6107e+01 3.6589e+01 3.4684e+01 3.8014e+01 3.8961e+01 3.3593e+01 3.7037e+01 3.2984e+01 3.9610e+01 3.5647e+01
